metode;size;bit;pca;tipe kernel;c;acc
bsif+mtcd;17x17;8;0,6;rbf;1;99,583
bsif+mtcd;17x17;8;0,4;rbf;1;99,583
bsif+mtcd;9x9;6;0,4;linear;10;99,583
bsif+mtcd;13x13;6;-;rbf;100;99,583
bsif+mtcd;13x13;6;0,8;rbf;100;99,583
bsif+mtcd;13x13;6;-;rbf;10;99,583
bsif+mtcd;13x13;6;0,8;rbf;10;99,583
bsif+mtcd;15x15;5;0,2;linear;100;99,583
bsif+mtcd;15x15;5;0,2;linear;10;99,583
bsif+mtcd;15x15;5;0,2;linear;1;99,583
bsif+mtcd;9x9;9;-;rbf;100;99,583
bsif+mtcd;9x9;9;0,8;rbf;100;99,583
bsif+mtcd;9x9;9;0,6;rbf;100;99,583
bsif+mtcd;9x9;9;0,4;rbf;100;99,583
bsif+mtcd;9x9;9;-;rbf;10;99,583
bsif+mtcd;9x9;9;0,8;rbf;10;99,583
bsif+mtcd;9x9;9;0,6;rbf;10;99,583
bsif+mtcd;9x9;9;0,4;rbf;10;99,583
bsif+mtcd;9x9;5;0,2;rbf;100;99,583
bsif+mtcd;9x9;5;0,2;rbf;10;99,583
bsif+mtcd;17x17;12;0,2;linear;100;99,583
bsif+mtcd;13x13;6;0,6;rbf;100;99,583
bsif+mtcd;13x13;6;0,4;rbf;100;99,583
bsif+mtcd;13x13;6;0,6;rbf;10;99,583
bsif+mtcd;13x13;6;0,4;rbf;10;99,583
bsif+mtcd;9x9;9;0,2;linear;1;99,583
bsif+mtcd;5x5;5;-;rbf;100;99,583
bsif+mtcd;5x5;5;0,8;rbf;100;99,583
bsif+mtcd;5x5;5;0,6;rbf;100;99,583
bsif+mtcd;5x5;5;0,4;rbf;100;99,583
bsif+mtcd;5x5;5;-;rbf;10;99,583
bsif+mtcd;5x5;5;0,8;rbf;10;99,583
bsif+mtcd;5x5;5;0,6;rbf;10;99,583
bsif+mtcd;5x5;5;0,4;rbf;10;99,583
bsif+mtcd;5x5;7;-;rbf;100;99,583
bsif+mtcd;5x5;7;0,8;rbf;100;99,583
bsif+mtcd;5x5;7;0,6;rbf;100;99,583
bsif+mtcd;5x5;7;-;rbf;10;99,583
bsif+mtcd;5x5;7;0,8;rbf;10;99,583
bsif+mtcd;5x5;7;0,6;rbf;10;99,583
bsif+mtcd;5x5;9;-;rbf;100;99,583
bsif+mtcd;5x5;9;0,8;rbf;100;99,583
bsif+mtcd;5x5;9;0,6;rbf;100;99,583
bsif+mtcd;5x5;9;0,4;rbf;100;99,583
bsif+mtcd;5x5;9;-;rbf;10;99,583
bsif+mtcd;5x5;9;0,8;rbf;10;99,583
bsif+mtcd;5x5;9;0,6;rbf;10;99,583
bsif+mtcd;5x5;8;0,2;linear;100;99,583
bsif+mtcd;9x9;5;0,2;linear;100;99,583
bsif+mtcd;9x9;5;0,2;linear;10;99,583
bsif+mtcd;9x9;5;0,2;linear;1;99,583
bsif+mtcd;7x7;12;0,4;rbf;10;99,583
bsif+mtcd;9x9;11;0,4;linear;100;99,583
bsif+mtcd;9x9;11;0,4;linear;10;99,583
bsif+mtcd;9x9;11;0,4;linear;1;99,583
bsif+mtcd;11x11;10;0,2;linear;100;99,583
bsif+mtcd;11x11;10;0,2;linear;10;99,583
bsif+mtcd;11x11;10;0,2;linear;1;99,583
bsif+mtcd;17x17;7;-;sigmoid;10;99,583
bsif+mtcd;17x17;7;0,8;sigmoid;10;99,583
bsif+mtcd;17x17;7;0,6;sigmoid;10;99,583
bsif+mtcd;17x17;5;0,2;rbf;10;99,531
bsif+mtcd;15x15;7;0,4;rbf;1;99,531
bsif+mtcd;15x15;6;0,4;rbf;1;99,531
bsif+mtcd;15x15;6;-;rbf;1;99,531
bsif+mtcd;15x15;6;0,8;rbf;1;99,531
bsif+mtcd;15x15;6;0,6;rbf;1;99,531
bsif+mtcd;13x13;5;0,4;rbf;1;99,531
bsif+mtcd;17x17;7;-;rbf;1;99,531
bsif+mtcd;17x17;7;0,8;rbf;1;99,531
bsif+mtcd;17x17;7;0,6;rbf;1;99,531
bsif+mtcd;17x17;7;0,4;rbf;1;99,531
bsif+mtcd;11x11;9;-;rbf;1;99,531
bsif+mtcd;11x11;9;0,8;rbf;1;99,531
bsif+mtcd;11x11;9;0,6;rbf;1;99,531
bsif+mtcd;13x13;5;-;rbf;100;99,531
bsif+mtcd;13x13;5;0,8;rbf;100;99,531
bsif+mtcd;13x13;5;0,6;rbf;100;99,531
bsif+mtcd;13x13;5;-;rbf;10;99,531
bsif+mtcd;13x13;5;0,8;rbf;10;99,531
bsif+mtcd;13x13;5;0,6;rbf;10;99,531
bsif+mtcd;13x13;5;-;rbf;1;99,531
bsif+mtcd;13x13;5;0,8;rbf;1;99,531
bsif+mtcd;15x15;9;0,2;rbf;1;99,531
bsif+mtcd;9x9;12;-;rbf;100;99,531
bsif+mtcd;9x9;12;0,8;rbf;100;99,531
bsif+mtcd;9x9;12;-;rbf;10;99,531
bsif+mtcd;9x9;12;0,8;rbf;10;99,531
bsif+mtcd;9x9;5;-;rbf;100;99,531
bsif+mtcd;9x9;5;0,8;rbf;100;99,531
bsif+mtcd;9x9;5;0,6;rbf;100;99,531
bsif+mtcd;9x9;5;0,4;rbf;100;99,531
bsif+mtcd;9x9;5;-;rbf;10;99,531
bsif+mtcd;9x9;5;0,8;rbf;10;99,531
bsif+mtcd;9x9;5;0,6;rbf;10;99,531
bsif+mtcd;9x9;5;0,4;rbf;10;99,531
bsif+mtcd;13x13;7;0,2;linear;100;99,531
bsif+mtcd;13x13;7;0,2;linear;1;99,531
bsif+mtcd;13x13;6;-;rbf;1;99,531
bsif+mtcd;13x13;6;0,8;rbf;1;99,531
bsif+mtcd;13x13;6;0,6;rbf;1;99,531
bsif+mtcd;13x13;6;0,4;rbf;1;99,531
bsif+mtcd;11x11;12;0,4;rbf;100;99,531
bsif+mtcd;11x11;12;0,4;rbf;10;99,531
bsif+mtcd;11x11;7;0,2;rbf;10;99,531
bsif+mtcd;7x7;10;0,2;linear;100;99,531
bsif+mtcd;7x7;10;0,2;linear;10;99,531
bsif+mtcd;7x7;10;0,2;linear;1;99,531
bsif+mtcd;15x15;12;0,2;linear;10;99,531
bsif+mtcd;13x13;7;0,2;linear;10;99,531
bsif+mtcd;17x17;8;0,2;rbf;1;99,531
bsif+mtcd;5x5;8;-;rbf;100;99,531
bsif+mtcd;5x5;8;0,8;rbf;100;99,531
bsif+mtcd;5x5;8;0,6;rbf;100;99,531
bsif+mtcd;5x5;8;-;rbf;10;99,531
bsif+mtcd;5x5;8;0,8;rbf;10;99,531
bsif+mtcd;5x5;8;0,6;rbf;10;99,531
bsif+mtcd;9x9;6;0,4;linear;100;99,531
bsif+mtcd;9x9;6;0,4;linear;1;99,531
bsif+mtcd;11x11;5;-;rbf;100;99,531
bsif+mtcd;11x11;5;0,8;rbf;100;99,531
bsif+mtcd;11x11;5;0,6;rbf;100;99,531
bsif+mtcd;11x11;5;-;rbf;10;99,531
bsif+mtcd;11x11;5;0,8;rbf;10;99,531
bsif+mtcd;11x11;5;0,6;rbf;10;99,531
bsif+mtcd;17x17;12;0,2;linear;1;99,531
bsif+mtcd;5x5;7;0,4;rbf;100;99,531
bsif+mtcd;5x5;7;0,4;rbf;10;99,531
bsif+mtcd;5x5;9;0,4;rbf;10;99,531
bsif+mtcd;9x9;11;0,6;rbf;100;99,531
bsif+mtcd;9x9;11;0,6;rbf;10;99,531
bsif+mtcd;7x7;10;0,6;rbf;100;99,531
bsif+mtcd;7x7;10;0,6;rbf;10;99,531
bsif+mtcd;17x17;7;0,2;linear;100;99,531
bsif+mtcd;17x17;7;0,2;linear;10;99,531
bsif+mtcd;17x17;7;0,2;linear;1;99,531
bsif+mtcd;11x11;9;0,2;linear;100;99,531
bsif+mtcd;11x11;9;0,2;linear;10;99,531
bsif+mtcd;11x11;9;0,2;linear;1;99,531
bsif+mtcd;7x7;9;-;rbf;100;99,531
bsif+mtcd;7x7;9;0,8;rbf;100;99,531
bsif+mtcd;7x7;9;0,6;rbf;100;99,531
bsif+mtcd;7x7;9;-;rbf;10;99,531
bsif+mtcd;7x7;9;0,8;rbf;10;99,531
bsif+mtcd;7x7;9;0,6;rbf;10;99,531
bsif+mtcd;7x7;12;-;rbf;100;99,531
bsif+mtcd;7x7;12;0,8;rbf;100;99,531
bsif+mtcd;7x7;12;0,6;rbf;100;99,531
bsif+mtcd;7x7;12;0,4;rbf;100;99,531
bsif+mtcd;7x7;12;-;rbf;10;99,531
bsif+mtcd;7x7;12;0,8;rbf;10;99,531
bsif+mtcd;7x7;12;0,6;rbf;10;99,531
bsif+mtcd;11x11;9;0,2;rbf;100;99,531
bsif+mtcd;11x11;9;0,2;rbf;10;99,531
bsif+mtcd;9x9;11;-;rbf;100;99,531
bsif+mtcd;9x9;11;0,8;rbf;100;99,531
bsif+mtcd;9x9;11;-;rbf;10;99,531
bsif+mtcd;9x9;11;0,8;rbf;10;99,531
bsif+mtcd;5x5;11;0,6;linear;100;99,531
bsif+mtcd;5x5;11;0,6;linear;10;99,531
bsif+mtcd;5x5;11;0,6;linear;1;99,531
bsif+mtcd;11x11;10;0,2;rbf;100;99,531
bsif+mtcd;15x15;11;0,2;linear;1;99,531
bsif+mtcd;9x9;10;0,2;linear;100;99,531
bsif+mtcd;9x9;10;0,2;linear;10;99,531
bsif+mtcd;5x5;5;0,2;linear;100;99,531
bsif+mtcd;5x5;5;0,2;linear;10;99,531
bsif+mtcd;5x5;5;0,2;linear;1;99,531
bsif+mtcd;11x11;10;-;rbf;1;99,531
bsif+mtcd;11x11;10;0,8;rbf;1;99,531
bsif+mtcd;15x15;7;0,2;rbf;10;99,479
bsif+mtcd;11x11;9;0,4;rbf;1;99,479
bsif+mtcd;13x13;5;0,6;rbf;1;99,479
bsif+mtcd;9x9;6;-;rbf;100;99,479
bsif+mtcd;9x9;6;0,8;rbf;100;99,479
bsif+mtcd;9x9;6;-;rbf;10;99,479
bsif+mtcd;9x9;6;0,8;rbf;10;99,479
bsif+mtcd;15x15;11;0,2;rbf;1;99,479
bsif+mtcd;11x11;7;-;rbf;1;99,479
bsif+mtcd;11x11;7;0,8;rbf;1;99,479
bsif+mtcd;11x11;7;0,6;rbf;1;99,479
bsif+mtcd;13x13;6;0,2;rbf;10;99,479
bsif+mtcd;15x15;12;0,2;linear;100;99,479
bsif+mtcd;15x15;12;0,2;linear;1;99,479
bsif+mtcd;13x13;6;0,2;rbf;100;99,479
bsif+mtcd;9x9;12;0,6;rbf;100;99,479
bsif+mtcd;9x9;12;0,6;rbf;10;99,479
bsif+mtcd;7x7;5;-;rbf;100;99,479
bsif+mtcd;7x7;5;0,8;rbf;100;99,479
bsif+mtcd;7x7;5;0,6;rbf;100;99,479
bsif+mtcd;7x7;5;0,4;rbf;100;99,479
bsif+mtcd;7x7;5;-;rbf;10;99,479
bsif+mtcd;7x7;5;0,8;rbf;10;99,479
bsif+mtcd;7x7;5;0,6;rbf;10;99,479
bsif+mtcd;7x7;5;0,4;rbf;10;99,479
bsif+mtcd;15x15;12;-;rbf;1;99,479
bsif+mtcd;15x15;12;0,8;rbf;1;99,479
bsif+mtcd;9x9;12;0,4;rbf;100;99,479
bsif+mtcd;5x5;6;0,6;rbf;100;99,479
bsif+mtcd;5x5;6;0,6;rbf;10;99,479
bsif+mtcd;9x9;11;0,4;rbf;100;99,479
bsif+mtcd;9x9;11;0,4;rbf;10;99,479
bsif+mtcd;7x7;10;-;rbf;100;99,479
bsif+mtcd;7x7;10;0,8;rbf;100;99,479
bsif+mtcd;7x7;10;0,4;rbf;100;99,479
bsif+mtcd;7x7;10;-;rbf;10;99,479
bsif+mtcd;7x7;10;0,8;rbf;10;99,479
bsif+mtcd;7x7;10;0,4;rbf;10;99,479
bsif+mtcd;5x5;8;0,4;rbf;10;99,479
bsif+mtcd;11x11;11;0,2;rbf;10;99,479
bsif+mtcd;11x11;5;0,4;rbf;100;99,479
bsif+mtcd;11x11;5;0,4;rbf;10;99,479
bsif+mtcd;5x5;6;-;rbf;100;99,479
bsif+mtcd;5x5;6;0,8;rbf;100;99,479
bsif+mtcd;5x5;6;-;rbf;10;99,479
bsif+mtcd;5x5;6;0,8;rbf;10;99,479
bsif+mtcd;3x3;6;-;linear;100;99,479
bsif+mtcd;3x3;6;0,8;linear;100;99,479
bsif+mtcd;3x3;6;0,6;linear;100;99,479
bsif+mtcd;3x3;6;0,4;linear;100;99,479
bsif+mtcd;3x3;6;-;linear;10;99,479
bsif+mtcd;3x3;6;0,8;linear;10;99,479
bsif+mtcd;3x3;6;0,6;linear;10;99,479
bsif+mtcd;3x3;6;0,4;linear;10;99,479
bsif+mtcd;3x3;6;-;linear;1;99,479
bsif+mtcd;3x3;6;0,8;linear;1;99,479
bsif+mtcd;3x3;6;0,6;linear;1;99,479
bsif+mtcd;3x3;6;0,4;linear;1;99,479
bsif+mtcd;9x9;10;-;rbf;100;99,479
bsif+mtcd;9x9;10;0,8;rbf;100;99,479
bsif+mtcd;9x9;10;0,6;rbf;100;99,479
bsif+mtcd;9x9;10;0,4;rbf;100;99,479
bsif+mtcd;9x9;10;-;rbf;10;99,479
bsif+mtcd;9x9;10;0,8;rbf;10;99,479
bsif+mtcd;9x9;10;0,6;rbf;10;99,479
bsif+mtcd;9x9;10;0,4;rbf;10;99,479
bsif+mtcd;15x15;11;0,2;linear;10;99,479
bsif+mtcd;5x5;11;-;linear;100;99,479
bsif+mtcd;5x5;11;0,8;linear;100;99,479
bsif+mtcd;5x5;11;-;linear;10;99,479
bsif+mtcd;5x5;11;0,8;linear;10;99,479
bsif+mtcd;5x5;11;-;linear;1;99,479
bsif+mtcd;5x5;11;0,8;linear;1;99,479
bsif+mtcd;5x5;5;0,2;rbf;100;99,479
bsif+mtcd;15x15;11;0,2;linear;100;99,479
bsif+mtcd;9x9;10;0,2;linear;1;99,479
bsif+mtcd;5x5;11;0,4;linear;100;99,479
bsif+mtcd;7x7;6;0,4;rbf;10;99,479
bsif+mtcd;5x5;9;0,2;rbf;10;99,479
bsif+mtcd;11x11;10;0,2;rbf;10;99,479
bsif+mtcd;11x11;10;0,6;rbf;1;99,479
bsif+mtcd;11x11;10;0,4;rbf;1;99,479
bsif+mtcd;7x7;7;0,4;linear;100;99,479
bsif+mtcd;7x7;7;0,4;linear;1;99,479
bsif+mtcd;15x15;7;0,2;rbf;100;99,427
bsif+mtcd;13x13;7;-;rbf;1;99,427
bsif+mtcd;13x13;7;0,8;rbf;1;99,427
bsif+mtcd;13x13;7;0,6;rbf;1;99,427
bsif+mtcd;9x9;6;0,6;rbf;100;99,427
bsif+mtcd;9x9;6;0,4;rbf;100;99,427
bsif+mtcd;9x9;6;0,6;rbf;10;99,427
bsif+mtcd;9x9;6;0,4;rbf;10;99,427
bsif+mtcd;9x9;7;-;rbf;1;99,427
bsif+mtcd;9x9;7;0,8;rbf;1;99,427
bsif+mtcd;9x9;7;0,6;rbf;1;99,427
bsif+mtcd;15x15;12;0,6;rbf;1;99,427
bsif+mtcd;9x9;7;0,2;rbf;100;99,427
bsif+mtcd;9x9;7;0,2;rbf;10;99,427
bsif+mtcd;9x9;12;0,4;rbf;10;99,427
bsif+mtcd;5x5;6;0,4;rbf;100;99,427
bsif+mtcd;5x5;6;0,4;rbf;10;99,427
bsif+mtcd;5x5;8;0,4;rbf;100;99,427
bsif+mtcd;7x7;9;0,2;linear;1;99,427
bsif+mtcd;3x3;5;-;linear;100;99,427
bsif+mtcd;3x3;5;0,8;linear;100;99,427
bsif+mtcd;3x3;5;0,6;linear;100;99,427
bsif+mtcd;3x3;5;-;linear;10;99,427
bsif+mtcd;3x3;5;0,8;linear;10;99,427
bsif+mtcd;3x3;5;0,6;linear;10;99,427
bsif+mtcd;3x3;5;-;linear;1;99,427
bsif+mtcd;3x3;5;0,8;linear;1;99,427
bsif+mtcd;3x3;5;0,6;linear;1;99,427
bsif+mtcd;5x5;11;0,4;linear;10;99,427
bsif+mtcd;5x5;11;0,4;linear;1;99,427
bsif+mtcd;5x5;5;0,2;rbf;10;99,427
bsif+mtcd;7x7;9;0,4;rbf;100;99,427
bsif+mtcd;7x7;9;0,4;rbf;10;99,427
bsif+mtcd;7x7;6;-;rbf;100;99,427
bsif+mtcd;7x7;6;0,8;rbf;100;99,427
bsif+mtcd;7x7;6;0,6;rbf;100;99,427
bsif+mtcd;7x7;6;0,4;rbf;100;99,427
bsif+mtcd;7x7;6;-;rbf;10;99,427
bsif+mtcd;7x7;6;0,8;rbf;10;99,427
bsif+mtcd;7x7;6;0,6;rbf;10;99,427
bsif+mtcd;7x7;11;0,6;linear;100;99,427
bsif+mtcd;7x7;11;0,6;linear;10;99,427
bsif+mtcd;7x7;11;0,6;linear;1;99,427
bsif+mtcd;13x13;6;0,2;linear;1;99,427
bsif+mtcd;7x7;11;-;linear;100;99,427
bsif+mtcd;7x7;11;0,8;linear;100;99,427
bsif+mtcd;7x7;11;-;linear;10;99,427
bsif+mtcd;7x7;11;0,8;linear;10;99,427
bsif+mtcd;7x7;11;-;linear;1;99,427
bsif+mtcd;7x7;11;0,8;linear;1;99,427
bsif+mtcd;9x9;8;0,2;linear;1;99,427
bsif+mtcd;9x9;8;0,2;linear;10;99,427
bsif+mtcd;7x7;7;-;linear;100;99,427
bsif+mtcd;7x7;7;0,8;linear;100;99,427
bsif+mtcd;7x7;7;0,6;linear;100;99,427
bsif+mtcd;7x7;7;-;linear;10;99,427
bsif+mtcd;7x7;7;0,8;linear;10;99,427
bsif+mtcd;7x7;7;0,6;linear;10;99,427
bsif+mtcd;7x7;7;0,4;linear;10;99,427
bsif+mtcd;7x7;7;-;linear;1;99,427
bsif+mtcd;7x7;7;0,8;linear;1;99,427
bsif+mtcd;7x7;7;0,6;linear;1;99,427
bsif+mtcd;17x17;7;0,4;sigmoid;10;99,427
bsif+mtcd;15x15;8;0,2;rbf;100;99,375
bsif+mtcd;13x13;7;0,4;rbf;1;99,375
bsif+mtcd;13x13;8;-;rbf;1;99,375
bsif+mtcd;13x13;8;0,8;rbf;1;99,375
bsif+mtcd;13x13;7;0,2;rbf;100;99,375
bsif+mtcd;13x13;7;0,2;rbf;10;99,375
bsif+mtcd;13x13;11;0,2;linear;100;99,375
bsif+mtcd;13x13;11;0,2;rbf;100;99,375
bsif+mtcd;13x13;11;0,2;rbf;10;99,375
bsif+mtcd;7x7;5;0,2;rbf;100;99,375
bsif+mtcd;15x15;12;0,2;rbf;100;99,375
bsif+mtcd;15x15;12;0,2;rbf;10;99,375
bsif+mtcd;11x11;7;0,4;rbf;1;99,375
bsif+mtcd;3x3;7;-;linear;100;99,375
bsif+mtcd;3x3;7;0,8;linear;100;99,375
bsif+mtcd;3x3;7;0,6;linear;100;99,375
bsif+mtcd;3x3;7;-;linear;10;99,375
bsif+mtcd;3x3;7;0,8;linear;10;99,375
bsif+mtcd;3x3;7;0,6;linear;10;99,375
bsif+mtcd;3x3;7;-;linear;1;99,375
bsif+mtcd;3x3;7;0,8;linear;1;99,375
bsif+mtcd;3x3;7;0,6;linear;1;99,375
bsif+mtcd;5x5;6;0,2;rbf;10;99,375
bsif+mtcd;9x9;12;0,2;linear;10;99,375
bsif+mtcd;7x7;9;0,2;linear;100;99,375
bsif+mtcd;3x3;5;0,4;linear;100;99,375
bsif+mtcd;3x3;5;0,4;linear;10;99,375
bsif+mtcd;3x3;5;0,4;linear;1;99,375
bsif+mtcd;5x5;9;0,2;rbf;100;99,375
bsif+mtcd;7x7;8;-;rbf;100;99,375
bsif+mtcd;7x7;8;0,8;rbf;100;99,375
bsif+mtcd;7x7;8;0,6;rbf;100;99,375
bsif+mtcd;7x7;8;-;rbf;10;99,375
bsif+mtcd;7x7;8;0,8;rbf;10;99,375
bsif+mtcd;7x7;8;0,6;rbf;10;99,375
bsif+mtcd;7x7;8;0,4;rbf;100;99,375
bsif+mtcd;7x7;8;0,4;rbf;10;99,375
bsif+mtcd;7x7;5;0,2;linear;100;99,375
bsif+mtcd;7x7;5;0,2;linear;10;99,375
bsif+mtcd;7x7;5;0,2;linear;1;99,375
bsif+mtcd;13x13;6;0,2;linear;10;99,375
bsif+mtcd;5x5;12;-;linear;100;99,375
bsif+mtcd;5x5;12;0,8;linear;100;99,375
bsif+mtcd;5x5;12;-;linear;10;99,375
bsif+mtcd;5x5;12;0,8;linear;10;99,375
bsif+mtcd;5x5;12;-;linear;1;99,375
bsif+mtcd;5x5;12;0,8;linear;1;99,375
bsif+mtcd;13x13;5;0,2;linear;100;99,375
bsif+mtcd;13x13;5;0,2;linear;10;99,375
bsif+mtcd;13x13;5;0,2;linear;1;99,375
bsif+mtcd;9x9;8;0,2;linear;100;99,375
bsif+mtcd;15x15;8;0,2;rbf;10;99,323
bsif+mtcd;17x17;6;0,2;rbf;1;99,323
bsif+mtcd;13x13;8;0,6;rbf;1;99,323
bsif+mtcd;11x11;12;0,2;rbf;10;99,323
bsif+mtcd;11x11;12;0,2;rbf;100;99,323
bsif+mtcd;13x13;11;0,2;linear;10;99,323
bsif+mtcd;13x13;11;0,2;linear;1;99,323
bsif+mtcd;11x11;11;0,2;linear;1;99,323
bsif+mtcd;15x15;12;0,4;rbf;1;99,323
bsif+mtcd;5x5;6;0,2;rbf;100;99,323
bsif+mtcd;9x9;7;0,4;rbf;1;99,323
bsif+mtcd;7x7;9;0,2;linear;10;99,323
bsif+mtcd;3x3;7;0,4;linear;100;99,323
bsif+mtcd;3x3;7;0,4;linear;1;99,323
bsif+mtcd;11x11;11;0,2;rbf;100;99,323
bsif+mtcd;9x9;12;0,2;linear;100;99,323
bsif+mtcd;9x9;12;0,2;linear;1;99,323
bsif+mtcd;9x9;9;0,2;rbf;100;99,323
bsif+mtcd;9x9;9;0,2;rbf;10;99,323
bsif+mtcd;5x5;10;0,2;linear;100;99,323
bsif+mtcd;5x5;10;0,2;linear;10;99,323
bsif+mtcd;5x5;10;0,2;linear;1;99,323
bsif+mtcd;5x5;10;-;rbf;100;99,323
bsif+mtcd;5x5;10;0,8;rbf;100;99,323
bsif+mtcd;5x5;10;0,6;rbf;100;99,323
bsif+mtcd;5x5;10;0,4;rbf;100;99,323
bsif+mtcd;5x5;10;-;rbf;10;99,323
bsif+mtcd;5x5;10;0,8;rbf;10;99,323
bsif+mtcd;5x5;10;0,6;rbf;10;99,323
bsif+mtcd;5x5;10;0,4;rbf;10;99,323
bsif+mtcd;5x5;7;0,2;rbf;10;99,323
bsif+mtcd;5x5;12;0,4;linear;100;99,323
bsif+mtcd;5x5;12;0,4;linear;10;99,323
bsif+mtcd;5x5;12;0,4;linear;1;99,323
bsif+mtcd;5x5;12;0,6;linear;100;99,323
bsif+mtcd;5x5;12;0,6;linear;10;99,323
bsif+mtcd;5x5;12;0,6;linear;1;99,323
bsif+mtcd;9x9;8;0,2;rbf;10;99,323
bsif+mtcd;5x5;6;0,2;linear;100;99,323
bsif+mtcd;5x5;6;0,2;linear;10;99,323
bsif+mtcd;5x5;6;0,2;linear;1;99,323
bsif+mtcd;7x7;11;0,4;linear;100;99,323
bsif+mtcd;7x7;11;0,4;linear;10;99,323
bsif+mtcd;7x7;11;0,4;linear;1;99,323
bsif+mtcd;13x13;6;0,2;linear;100;99,323
bsif+mtcd;15x15;8;0,2;rbf;1;99,271
bsif+mtcd;15x15;6;0,2;linear;10;99,271
bsif+mtcd;15x15;6;0,2;linear;1;99,271
bsif+mtcd;15x15;5;0,2;rbf;100;99,271
bsif+mtcd;15x15;5;0,2;rbf;10;99,271
bsif+mtcd;15x15;6;0,2;linear;100;99,271
bsif+mtcd;13x13;5;0,2;rbf;100;99,271
bsif+mtcd;13x13;5;0,2;rbf;10;99,271
bsif+mtcd;7x7;12;0,2;rbf;10;99,271
bsif+mtcd;5x5;8;0,2;rbf;100;99,271
bsif+mtcd;5x5;8;0,2;rbf;10;99,271
bsif+mtcd;3x3;7;0,4;linear;10;99,271
bsif+mtcd;11x11;8;-;rbf;1;99,271
bsif+mtcd;11x11;8;0,8;rbf;1;99,271
bsif+mtcd;7x7;5;0,2;rbf;10;99,271
bsif+mtcd;3x3;8;0,2;linear;100;99,271
bsif+mtcd;3x3;8;0,2;linear;1;99,271
bsif+mtcd;11x11;11;-;rbf;1;99,271
bsif+mtcd;11x11;11;0,8;rbf;1;99,271
bsif+mtcd;11x11;11;0,6;rbf;1;99,271
bsif+mtcd;9x9;8;0,2;rbf;100;99,271
bsif+mtcd;5x5;7;0,2;linear;100;99,271
bsif+mtcd;5x5;7;0,2;linear;10;99,271
bsif+mtcd;5x5;7;0,2;linear;1;99,271
bsif+mtcd;5x5;7;0,2;rbf;100;99,271
bsif+mtcd;15x15;6;0,2;rbf;100;99,219
bsif+mtcd;15x15;6;0,2;rbf;10;99,219
bsif+mtcd;11x11;11;0,2;linear;100;99,219
bsif+mtcd;11x11;11;0,2;linear;10;99,219
bsif+mtcd;13x13;12;-;rbf;1;99,219
bsif+mtcd;13x13;12;0,8;rbf;1;99,219
bsif+mtcd;13x13;12;0,6;rbf;1;99,219
bsif+mtcd;11x11;6;0,2;rbf;10;99,219
bsif+mtcd;11x11;8;0,2;rbf;10;99,219
bsif+mtcd;15x15;7;0,2;rbf;1;99,219
bsif+mtcd;17x17;12;0,2;rbf;1;99,219
bsif+mtcd;11x11;5;0,2;rbf;100;99,219
bsif+mtcd;7x7;12;0,2;rbf;100;99,219
bsif+mtcd;11x11;8;0,6;rbf;1;99,219
bsif+mtcd;3x3;8;0,2;linear;10;99,219
bsif+mtcd;11x11;12;0,2;linear;100;99,219
bsif+mtcd;11x11;12;0,2;linear;1;99,219
bsif+mtcd;17x17;7;0,2;rbf;1;99,219
bsif+mtcd;7x7;9;0,2;rbf;100;99,219
bsif+mtcd;5x5;10;0,2;rbf;10;99,219
bsif+mtcd;3x3;8;0,4;linear;100;99,219
bsif+mtcd;3x3;8;0,4;linear;10;99,219
bsif+mtcd;3x3;8;0,4;linear;1;99,219
bsif+mtcd;13x13;10;0,2;rbf;1;99,219
bsif+mtcd;9x9;10;0,2;rbf;100;99,219
bsif+mtcd;9x9;10;0,2;rbf;10;99,219
bsif+mtcd;9x9;7;0,2;linear;100;99,219
bsif+mtcd;9x9;7;0,2;linear;10;99,219
bsif+mtcd;9x9;7;0,2;linear;1;99,219
bsif+mtcd;13x13;9;0,2;rbf;1;99,219
bsif+mtcd;11x11;11;0,4;rbf;1;99,219
bsif+mtcd;3x3;7;0,2;linear;100;99,219
bsif+mtcd;3x3;7;0,2;linear;10;99,219
bsif+mtcd;3x3;7;0,2;linear;1;99,219
bsif+mtcd;3x3;8;-;linear;100;99,219
bsif+mtcd;3x3;8;0,8;linear;100;99,219
bsif+mtcd;3x3;8;0,6;linear;100;99,219
bsif+mtcd;3x3;8;-;linear;10;99,219
bsif+mtcd;3x3;8;0,8;linear;10;99,219
bsif+mtcd;3x3;8;0,6;linear;10;99,219
bsif+mtcd;3x3;8;-;linear;1;99,219
bsif+mtcd;3x3;8;0,8;linear;1;99,219
bsif+mtcd;3x3;8;0,6;linear;1;99,219
bsif+mtcd;13x13;11;-;rbf;1;99,219
bsif+mtcd;13x13;11;0,8;rbf;1;99,219
bsif+mtcd;13x13;11;0,6;rbf;1;99,219
bsif+mtcd;7x7;7;-;rbf;100;99,219
bsif+mtcd;7x7;7;0,8;rbf;100;99,219
bsif+mtcd;7x7;7;0,6;rbf;100;99,219
bsif+mtcd;7x7;7;-;rbf;10;99,219
bsif+mtcd;7x7;7;0,8;rbf;10;99,219
bsif+mtcd;7x7;7;0,6;rbf;10;99,219
bsif+mtcd;11x11;12;-;rbf;1;99,219
bsif+mtcd;11x11;12;0,8;rbf;1;99,219
bsif+mtcd;11x11;12;0,6;rbf;1;99,219
